worker_id,full_name,phone,email,city,locality,category,user_zone,worker_zone,available,weekly_gigs,rating,completed_jobs,acceptance_rate,cancellation_rate,response_minutes,price,budget,distance_km,successful_booking
155,Shivam Joshi,+919346900271,worker155@kaushalkonnect.in,Noida,Sector 62,Appliance Repair,Noida,Noida,1,14,4.06,518,0.79,0.01,39,623,4842,9.0,0
156,Vinay Kapoor,+916588065922,worker156@kaushalkonnect.in,Noida,Sector 18,Painting,Noida,Noida,1,8,4.44,221,0.98,0.16,10,503,3412,10.8,0
157,Yogesh Arora,+916100246307,worker157@kaushalkonnect.in,Noida,Sector 50,Appliance Repair,Noida,Noida,1,5,4.36,389,0.9,0.09,60,470,3591,4.5,0
158,Vikas Verma,+919260164123,worker158@kaushalkonnect.in,Noida,Sector 137,Electrical,Noida,Noida,0,10,4.49,351,0.85,0.05,57,440,1673,8.1,1
159,Dev Srivastava,+916780778875,worker159@kaushalkonnect.in,Greater Noida,Knowledge Park,Carpentry,Greater Noida,Greater Noida,1,13,4.6,444,0.96,0.18,44,566,1625,6.8,0
160,Gaurav Khanna,+918284840384,worker160@kaushalkonnect.in,Greater Noida,Alpha 1,Painting,Greater Noida,Greater Noida,1,6,4.38,526,0.93,0.04,63,579,1498,9.1,0
161,Suraj Arora,+917006135252,worker161@kaushalkonnect.in,Ghaziabad,Indirapuram,Home Cleaning,Ghaziabad,Ghaziabad,1,7,4.73,375,0.87,0.02,126,349,1059,5.7,0
162,Yogesh Khan,+919387397252,worker162@kaushalkonnect.in,Ghaziabad,Vaishali,Plumbing,Ghaziabad,Ghaziabad,1,12,4.18,25,0.75,0.1,51,615,1705,11.1,1
163,Sunil Shah,+916842221854,worker163@kaushalkonnect.in,Ghaziabad,Kaushambi,Appliance Repair,Ghaziabad,Ghaziabad,1,13,4.14,545,0.99,0.08,60,825,3847,7.5,1
164,Deepak Bhatia,+917512595724,worker164@kaushalkonnect.in,Gurugram,Sector 14,Home Cleaning,Gurugram,Gurugram,1,10,3.49,562,0.87,0.09,72,528,715,9.8,1
165,Sonu Saini,+916645884567,worker165@kaushalkonnect.in,Gurugram,Sector 56,Home Cleaning,Gurugram,Gurugram,0,7,4.25,578,0.95,0.12,48,364,1423,14.0,0
166,Vikram Sheikh,+917550745065,worker166@kaushalkonnect.in,Gurugram,DLF Phase 3,Home Cleaning,Gurugram,Gurugram,1,13,4.52,58,0.99,0.14,92,401,836,10.7,1
167,Vivek Chaudhary,+918095000852,worker167@kaushalkonnect.in,Faridabad,Sector 15,Electrical,Faridabad,Faridabad,1,5,4.32,430,0.75,0.1,35,628,1579,9.8,0
168,Ravi Srivastava,+917111600556,worker168@kaushalkonnect.in,Faridabad,Sector 21,Plumbing,Faridabad,Faridabad,1,8,4.37,572,0.99,0.1,32,478,1173,2.4,0
169,Sakshi Rawat,+919663194411,worker169@kaushalkonnect.in,Delhi,Laxmi Nagar,Carpentry,East,East,0,6,3.46,647,0.99,0.12,57,782,3477,12.3,1
170,Kunal Arora,+918057418577,worker170@kaushalkonnect.in,Delhi,Preet Vihar,Appliance Repair,East,East,1,12,4.24,437,0.9,0.12,50,1045,826,6.3,1
171,Kunal Khanna,+916545127520,worker171@kaushalkonnect.in,Delhi,Rohini,Appliance Repair,North,North,0,1,3.97,271,0.85,0.07,34,1013,1699,4.7,0
172,Aditi Kohli,+919226260388,worker172@kaushalkonnect.in,Delhi,Pitampura,Painting,North,North,0,14,4.23,523,0.83,0.07,108,612,2351,10.1,1
173,Raj Tiwari,+918683454024,worker173@kaushalkonnect.in,Delhi,Dwarka,Carpentry,West,West,0,13,5.0,593,0.76,0.05,80,725,1524,3.2,0
174,Yash Qureshi,+916086787809,worker174@kaushalkonnect.in,Delhi,Janakpuri,Home Cleaning,West,West,1,9,4.57,379,0.89,0.09,27,417,1146,4.8,1
175,Siddharth Naidu,+919694956212,worker175@kaushalkonnect.in,Delhi,Saket,Appliance Repair,South,South,1,10,3.58,49,0.95,0.09,27,735,2321,13.0,1
176,Sameer Sood,+916213342359,worker176@kaushalkonnect.in,Delhi,Malviya Nagar,Appliance Repair,South,South,1,3,4.84,166,0.9,0.09,11,883,4234,6.5,0
177,Nikhil Dutta,+918818706711,worker177@kaushalkonnect.in,Delhi,Karol Bagh,Appliance Repair,Central,Central,1,6,4.45,47,0.95,0.15,56,808,905,2.1,0
178,Shivam Wadhwa,+919094834584,worker178@kaushalkonnect.in,Delhi,Rajouri Garden,Carpentry,West,West,1,12,4.16,539,0.99,0.05,37,505,3433,9.5,1
179,Aditi Bansal,+917477291147,worker179@kaushalkonnect.in,Noida,Sector 62,Plumbing,Noida,Noida,1,13,4.27,58,0.9,0.2,32,519,2227,9.3,1
180,Sonu Singh,+919496126802,worker180@kaushalkonnect.in,Noida,Sector 18,Plumbing,Noida,Noida,1,3,4.38,550,0.81,0.1,28,667,2061,14.6,0
181,Aditi Bisht,+916608770517,worker181@kaushalkonnect.in,Noida,Sector 50,Painting,Noida,Noida,1,8,3.58,122,0.83,0.01,59,484,1109,8.8,0
182,Vikas Nair,+919765429828,worker182@kaushalkonnect.in,Noida,Sector 137,Plumbing,Noida,Noida,1,8,4.51,496,0.9,0.08,59,688,2307,11.3,1
183,Anil Qureshi,+917789448327,worker183@kaushalkonnect.in,Greater Noida,Knowledge Park,Electrical,Greater Noida,Greater Noida,1,15,4.73,136,0.99,0.13,68,571,2096,12.6,0
184,Aditi Naidu,+917256337817,worker184@kaushalkonnect.in,Greater Noida,Alpha 1,Painting,Greater Noida,Greater Noida,1,13,3.43,581,0.85,0.09,36,562,1818,11.6,1
185,Aman Bhatia,+919417629142,worker185@kaushalkonnect.in,Ghaziabad,Indirapuram,Plumbing,Ghaziabad,Ghaziabad,1,4,4.47,407,0.84,0.22,64,600,2118,5.4,1
186,Dev Rao,+919275438354,worker186@kaushalkonnect.in,Ghaziabad,Vaishali,Appliance Repair,Ghaziabad,Ghaziabad,0,5,4.52,136,0.96,0.09,50,554,3121,7.5,1
187,Aditi Dutta,+917240039384,worker187@kaushalkonnect.in,Ghaziabad,Kaushambi,Appliance Repair,Ghaziabad,Ghaziabad,1,7,4.05,219,0.98,0.14,73,815,1229,2.2,0
188,Shivam Ghosh,+916828252881,worker188@kaushalkonnect.in,Gurugram,Sector 14,Electrical,Gurugram,Gurugram,1,1,3.59,562,0.87,0.06,72,728,927,3.0,0
189,Aman Ali,+916004592213,worker189@kaushalkonnect.in,Gurugram,Sector 56,Plumbing,Gurugram,Gurugram,1,16,4.57,559,0.79,0.13,80,477,2483,10.5,0
190,Aarav Mehta,+916854403682,worker190@kaushalkonnect.in,Gurugram,DLF Phase 3,Electrical,Gurugram,Gurugram,0,5,3.77,101,0.98,0.02,65,557,678,7.9,1
191,Sakshi Kumar,+918631072898,worker191@kaushalkonnect.in,Faridabad,Sector 15,Electrical,Faridabad,Faridabad,1,10,4.47,509,0.85,0.07,42,430,2485,9.7,1
192,Arnav Ghosh,+917473583060,worker192@kaushalkonnect.in,Faridabad,Sector 21,Painting,Faridabad,Faridabad,1,7,3.91,24,0.84,0.01,51,596,923,14.0,0
193,Deepika Bisht,+917306832036,worker193@kaushalkonnect.in,Delhi,Laxmi Nagar,Home Cleaning,East,East,0,16,4.35,56,0.89,0.17,55,537,1279,1.1,1
194,Ankit Malhotra,+917821273687,worker194@kaushalkonnect.in,Delhi,Preet Vihar,Electrical,East,East,1,9,4.67,330,0.88,0.01,26,411,2826,11.7,0
195,Neha Singh,+918009848013,worker195@kaushalkonnect.in,Delhi,Rohini,Electrical,North,North,1,7,3.47,484,0.97,0.14,95,513,689,3.4,1
196,Neeraj Rana,+917499990155,worker196@kaushalkonnect.in,Delhi,Pitampura,Carpentry,North,North,1,3,3.84,136,0.84,0.19,111,717,1772,13.2,1
197,Sameer Patel,+916483034885,worker197@kaushalkonnect.in,Delhi,Dwarka,Painting,West,West,0,16,4.3,265,0.85,0.13,87,629,1027,12.8,0
198,Raj Kohli,+918526287952,worker198@kaushalkonnect.in,Delhi,Janakpuri,Painting,West,West,0,13,4.37,424,0.99,0.11,74,495,2409,2.5,1
199,Aman Tiwari,+916990759331,worker199@kaushalkonnect.in,Delhi,Saket,Plumbing,South,South,1,4,3.34,293,0.97,0.09,103,678,810,12.6,1
200,Yogesh Roy,+917355232289,worker200@kaushalkonnect.in,Delhi,Malviya Nagar,Appliance Repair,South,South,1,8,4.61,510,0.88,0.14,85,487,4929,2.8,1
201,Ananya Negi,+919970067289,worker201@kaushalkonnect.in,Delhi,Karol Bagh,Home Cleaning,Central,Central,1,7,4.03,7,0.89,0.09,14,377,771,15.0,1
202,Rahul Gupta,+916609094001,worker202@kaushalkonnect.in,Delhi,Rajouri Garden,Home Cleaning,West,West,0,5,4.1,537,0.91,0.03,29,397,1294,8.3,1
203,Arjun Khan,+919614632889,worker203@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,1,13,4.01,131,0.81,0.03,14,824,1194,4.8,1
204,Vivek Kumar,+917439807822,worker204@kaushalkonnect.in,Noida,Sector 18,Carpentry,Noida,Noida,0,10,4.57,286,0.99,0.09,77,615,2847,13.6,0
205,Ayush Ansari,+918214724685,worker205@kaushalkonnect.in,Noida,Sector 50,Appliance Repair,Noida,Noida,1,13,3.93,258,0.95,0.06,75,1080,3479,11.7,0
206,Vivek Thakur,+916845851033,worker206@kaushalkonnect.in,Noida,Sector 137,Appliance Repair,Noida,Noida,1,13,3.67,417,0.92,0.12,50,629,1584,12.0,1
207,Pradeep Dutta,+917828847838,worker207@kaushalkonnect.in,Greater Noida,Knowledge Park,Painting,Greater Noida,Greater Noida,1,13,4.6,187,0.95,0.06,73,622,3259,10.3,1
208,Pooja Saxena,+916860362127,worker208@kaushalkonnect.in,Greater Noida,Alpha 1,Electrical,Greater Noida,Greater Noida,1,9,4.61,196,0.97,0.12,12,449,1069,14.7,0
209,Nisha Das,+919910555528,worker209@kaushalkonnect.in,Ghaziabad,Indirapuram,Painting,Ghaziabad,Ghaziabad,1,13,4.12,198,0.99,0.05,20,458,2831,14.9,1
210,Riya Iyer,+919327244902,worker210@kaushalkonnect.in,Ghaziabad,Vaishali,Painting,Ghaziabad,Ghaziabad,1,19,4.87,401,0.96,0.01,23,620,3452,10.2,0
211,Vikas Bansal,+916720857863,worker211@kaushalkonnect.in,Ghaziabad,Kaushambi,Appliance Repair,Ghaziabad,Ghaziabad,1,7,4.15,630,0.8,0.1,66,769,3955,13.6,0
212,Kunal Chaudhary,+919032019446,worker212@kaushalkonnect.in,Gurugram,Sector 14,Carpentry,Gurugram,Gurugram,1,12,3.65,16,0.91,0.05,63,656,2558,9.0,1
213,Neha Ansari,+916985860495,worker213@kaushalkonnect.in,Gurugram,Sector 56,Plumbing,Gurugram,Gurugram,1,1,4.28,187,0.93,0.01,80,584,2356,13.2,0
214,Deepak Singh,+917068176488,worker214@kaushalkonnect.in,Gurugram,DLF Phase 3,Plumbing,Gurugram,Gurugram,1,12,4.77,204,0.86,0.09,47,426,2172,14.0,0
215,Neeraj Bhatia,+918588284581,worker215@kaushalkonnect.in,Faridabad,Sector 15,Plumbing,Faridabad,Faridabad,1,10,4.13,633,0.97,0.1,65,476,1028,5.6,1
216,Kunal Saini,+917398307468,worker216@kaushalkonnect.in,Faridabad,Sector 21,Painting,Faridabad,Faridabad,1,11,4.12,489,0.99,0.11,94,460,1395,1.1,0
217,Karan Khan,+917592576336,worker217@kaushalkonnect.in,Delhi,Laxmi Nagar,Electrical,East,East,1,6,4.14,463,0.8,0.08,51,777,2991,5.3,0
218,Sunil Srivastava,+919687139766,worker218@kaushalkonnect.in,Delhi,Preet Vihar,Electrical,East,East,1,9,4.55,639,0.79,0.1,10,795,2471,13.2,1
219,Sonu Ghosh,+916815461587,worker219@kaushalkonnect.in,Delhi,Rohini,Appliance Repair,North,North,0,2,4.49,614,0.96,0.21,86,810,4688,1.6,1
220,Vikram Rana,+916564088652,worker220@kaushalkonnect.in,Delhi,Pitampura,Home Cleaning,North,North,1,9,4.3,233,0.9,0.05,19,421,767,1.0,1
221,Shreya Kohli,+919123811010,worker221@kaushalkonnect.in,Delhi,Dwarka,Carpentry,West,West,1,10,4.53,174,0.82,0.01,109,454,1930,1.2,1
222,Rakesh Tripathi,+917955698872,worker222@kaushalkonnect.in,Delhi,Janakpuri,Appliance Repair,West,West,1,7,4.53,163,0.89,0.04,83,773,1894,6.6,0
223,Manish Tiwari,+919578243387,worker223@kaushalkonnect.in,Delhi,Saket,Painting,South,South,1,14,3.76,511,0.92,0.14,47,614,2514,8.0,0
224,Shreya Patel,+919859673742,worker224@kaushalkonnect.in,Delhi,Malviya Nagar,Appliance Repair,South,South,1,2,4.3,425,0.94,0.12,45,578,1289,1.0,1
225,Sunil Reddy,+917419569060,worker225@kaushalkonnect.in,Delhi,Karol Bagh,Plumbing,Central,Central,1,18,4.46,6,0.89,0.1,98,414,1546,11.8,1
226,Vinay Saxena,+918455122532,worker226@kaushalkonnect.in,Delhi,Rajouri Garden,Painting,West,West,1,4,3.83,507,0.81,0.1,13,623,3202,12.2,1
227,Isha Sood,+918643420325,worker227@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,1,9,3.79,446,0.81,0.08,79,577,1619,8.2,0
228,Akash Arora,+919195765242,worker228@kaushalkonnect.in,Noida,Sector 18,Painting,Noida,Noida,0,6,4.25,143,0.95,0.09,37,383,3042,1.7,1
229,Siddharth Chauhan,+918569561677,worker229@kaushalkonnect.in,Noida,Sector 50,Plumbing,Noida,Noida,1,16,4.54,241,0.86,0.11,18,620,2344,4.0,1
230,Vivek Khanna,+917480975408,worker230@kaushalkonnect.in,Noida,Sector 137,Home Cleaning,Noida,Noida,1,6,4.14,647,0.94,0.11,129,339,1644,8.9,1
231,Aditi Wadhwa,+918281534865,worker231@kaushalkonnect.in,Greater Noida,Knowledge Park,Carpentry,Greater Noida,Greater Noida,1,5,3.98,449,0.88,0.13,48,646,3568,13.5,1
232,Ayush Qureshi,+916034624338,worker232@kaushalkonnect.in,Greater Noida,Alpha 1,Plumbing,Greater Noida,Greater Noida,1,13,4.78,112,0.92,0.05,104,691,2446,9.4,0
233,Sonu Qureshi,+918388515742,worker233@kaushalkonnect.in,Ghaziabad,Indirapuram,Electrical,Ghaziabad,Ghaziabad,1,6,4.09,32,0.75,0.05,78,497,895,3.6,1
234,Pankaj Rana,+918330482150,worker234@kaushalkonnect.in,Ghaziabad,Vaishali,Home Cleaning,Ghaziabad,Ghaziabad,0,9,4.12,264,0.97,0.13,30,537,846,12.7,1
235,Gaurav Shah,+916597353598,worker235@kaushalkonnect.in,Ghaziabad,Kaushambi,Painting,Ghaziabad,Ghaziabad,1,8,4.05,261,0.94,0.05,35,364,1647,11.7,1
236,Neha Naidu,+916555942800,worker236@kaushalkonnect.in,Gurugram,Sector 14,Electrical,Gurugram,Gurugram,1,12,4.18,308,0.89,0.13,84,452,866,10.1,0
237,Pradeep Rao,+919933467908,worker237@kaushalkonnect.in,Gurugram,Sector 56,Appliance Repair,Gurugram,Gurugram,1,10,5.0,498,0.91,0.14,41,1022,905,13.4,1
238,Kunal Srivastava,+916230642826,worker238@kaushalkonnect.in,Gurugram,DLF Phase 3,Electrical,Gurugram,Gurugram,0,6,4.28,233,0.97,0.02,72,789,1842,2.1,0
239,Karan Roy,+917848491363,worker239@kaushalkonnect.in,Faridabad,Sector 15,Plumbing,Faridabad,Faridabad,1,11,4.02,163,0.99,0.1,49,640,2424,2.3,0
240,Sameer Nair,+919010212557,worker240@kaushalkonnect.in,Faridabad,Sector 21,Plumbing,Faridabad,Faridabad,1,7,4.28,290,0.89,0.01,62,536,696,10.0,1
241,Yash Tripathi,+917463303930,worker241@kaushalkonnect.in,Delhi,Laxmi Nagar,Painting,East,East,1,10,4.1,528,0.83,0.07,78,457,3658,8.5,1
242,Arjun Sood,+918916194647,worker242@kaushalkonnect.in,Delhi,Preet Vihar,Carpentry,East,East,1,3,4.17,172,0.89,0.06,10,782,3890,1.4,0
243,Yogesh Naidu,+918454540584,worker243@kaushalkonnect.in,Delhi,Rohini,Appliance Repair,North,North,0,7,4.21,241,0.9,0.07,36,592,4398,14.7,1
244,Ankit Srivastava,+919994239118,worker244@kaushalkonnect.in,Delhi,Pitampura,Electrical,North,North,0,11,4.36,536,0.89,0.01,45,641,1673,6.6,1
245,Pooja Joshi,+916011944474,worker245@kaushalkonnect.in,Delhi,Dwarka,Home Cleaning,West,West,1,6,4.05,35,0.82,0.14,76,545,511,3.5,1
246,Sakshi Srivastava,+918591803634,worker246@kaushalkonnect.in,Delhi,Janakpuri,Appliance Repair,West,West,1,8,3.71,320,0.94,0.05,68,878,2353,13.0,1
247,Sachin Qureshi,+916839067342,worker247@kaushalkonnect.in,Delhi,Saket,Plumbing,South,South,1,10,4.82,40,0.89,0.13,40,718,2300,5.7,0
248,Sunil Rao,+918344819983,worker248@kaushalkonnect.in,Delhi,Malviya Nagar,Painting,South,South,1,15,4.28,548,0.92,0.07,36,547,2104,4.9,0
249,Divya Rao,+918987735168,worker249@kaushalkonnect.in,Delhi,Karol Bagh,Appliance Repair,Central,Central,1,10,4.12,142,0.99,0.09,29,837,2776,0.9,1
250,Deepika Nair,+916595330080,worker250@kaushalkonnect.in,Delhi,Rajouri Garden,Home Cleaning,West,West,1,2,4.76,311,0.73,0.06,10,490,1448,4.7,0
251,Neha Arora,+916911402623,worker251@kaushalkonnect.in,Noida,Sector 62,Home Cleaning,Noida,Noida,1,5,4.67,161,0.97,0.01,63,395,737,7.2,1
252,Sakshi Pandey,+918513244583,worker252@kaushalkonnect.in,Noida,Sector 18,Electrical,Noida,Noida,1,7,4.73,396,0.9,0.05,19,599,2361,7.5,0
253,Shivam Arora,+917025290362,worker253@kaushalkonnect.in,Noida,Sector 50,Electrical,Noida,Noida,1,4,4.01,91,0.98,0.07,65,778,2481,14.2,0
254,Pooja Chauhan,+916525187090,worker254@kaushalkonnect.in,Noida,Sector 137,Plumbing,Noida,Noida,1,9,4.06,123,0.85,0.12,53,618,1126,7.8,0
255,Meera Arora,+916320765759,worker255@kaushalkonnect.in,Greater Noida,Knowledge Park,Electrical,Greater Noida,Greater Noida,1,14,5.0,172,0.87,0.06,43,727,823,11.2,1
256,Divya Jain,+917170193525,worker256@kaushalkonnect.in,Greater Noida,Alpha 1,Home Cleaning,Greater Noida,Greater Noida,1,15,4.49,243,0.91,0.07,59,536,1135,9.3,1
257,Simran Kapoor,+918908473876,worker257@kaushalkonnect.in,Ghaziabad,Indirapuram,Electrical,Ghaziabad,Ghaziabad,1,5,4.48,516,0.99,0.17,10,650,1892,4.6,1
258,Arnav Rana,+916565799647,worker258@kaushalkonnect.in,Ghaziabad,Vaishali,Appliance Repair,Ghaziabad,Ghaziabad,1,11,4.52,639,0.88,0.09,72,575,828,6.6,1
259,Shivam Saxena,+919037484186,worker259@kaushalkonnect.in,Ghaziabad,Kaushambi,Carpentry,Ghaziabad,Ghaziabad,1,10,4.23,370,0.7,0.14,30,650,1563,1.2,1
260,Sameer Jain,+917325319686,worker260@kaushalkonnect.in,Gurugram,Sector 14,Home Cleaning,Gurugram,Gurugram,1,9,4.76,153,0.96,0.07,82,328,1450,7.5,1
261,Bhavna Malhotra,+918168421886,worker261@kaushalkonnect.in,Gurugram,Sector 56,Carpentry,Gurugram,Gurugram,1,5,4.02,187,0.76,0.02,16,823,834,1.6,0
262,Siddharth Wadhwa,+916049342156,worker262@kaushalkonnect.in,Gurugram,DLF Phase 3,Electrical,Gurugram,Gurugram,0,13,4.4,310,0.99,0.08,71,495,2058,10.6,1
263,Neeraj Menon,+916337708308,worker263@kaushalkonnect.in,Faridabad,Sector 15,Home Cleaning,Faridabad,Faridabad,0,15,4.19,478,0.94,0.01,69,464,1263,2.9,1
264,Anjali Kapoor,+916715320008,worker264@kaushalkonnect.in,Faridabad,Sector 21,Electrical,Faridabad,Faridabad,1,11,4.12,631,0.85,0.09,34,490,2733,9.2,1
265,Kavita Pandey,+919702897199,worker265@kaushalkonnect.in,Delhi,Laxmi Nagar,Home Cleaning,East,East,1,12,4.23,237,0.94,0.01,35,461,1772,9.1,1
266,Ananya Mishra,+918377123088,worker266@kaushalkonnect.in,Delhi,Preet Vihar,Home Cleaning,East,East,1,8,4.15,513,0.91,0.05,31,466,1565,11.0,1
267,Anmol Sood,+918052340271,worker267@kaushalkonnect.in,Delhi,Rohini,Electrical,North,North,1,5,4.06,559,0.86,0.08,123,743,1589,12.0,0
268,Sanjay Kapoor,+918253249684,worker268@kaushalkonnect.in,Delhi,Pitampura,Electrical,North,North,0,1,3.75,337,0.96,0.01,66,737,1779,9.1,1
269,Ashish Das,+917810866468,worker269@kaushalkonnect.in,Delhi,Dwarka,Carpentry,West,West,0,9,4.87,111,0.72,0.01,42,731,2655,12.9,1
270,Ankit Patel,+917221299661,worker270@kaushalkonnect.in,Delhi,Janakpuri,Plumbing,West,West,1,19,3.72,522,0.91,0.07,85,402,1029,3.6,0
271,Shreya Arora,+918242148281,worker271@kaushalkonnect.in,Delhi,Saket,Home Cleaning,South,South,1,15,3.37,12,0.91,0.08,10,369,1472,0.9,1
272,Meera Rana,+917291153119,worker272@kaushalkonnect.in,Delhi,Malviya Nagar,Appliance Repair,South,South,1,8,4.02,141,0.84,0.12,69,509,2515,7.6,0
273,Ashish Ali,+919735682904,worker273@kaushalkonnect.in,Delhi,Karol Bagh,Electrical,Central,Central,0,10,4.15,548,0.93,0.15,87,447,1616,9.8,1
274,Ayush Sood,+916362139814,worker274@kaushalkonnect.in,Delhi,Rajouri Garden,Painting,West,West,0,3,4.52,226,0.93,0.13,22,365,2347,6.7,1
275,Sunil Dutta,+919743087890,worker275@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,1,12,3.77,185,0.81,0.09,23,560,2956,9.5,0
276,Anmol Das,+917757066577,worker276@kaushalkonnect.in,Noida,Sector 18,Electrical,Noida,Noida,1,10,4.13,153,0.91,0.01,70,726,794,3.5,1
277,Sameer Arora,+916896324700,worker277@kaushalkonnect.in,Noida,Sector 50,Electrical,Noida,Noida,0,7,4.31,283,0.93,0.12,61,787,2677,14.4,0
278,Rahul Saini,+917671591433,worker278@kaushalkonnect.in,Noida,Sector 137,Carpentry,Noida,Noida,1,5,4.13,628,0.88,0.09,53,536,3841,1.9,1
279,Vikas Kumar,+918270397247,worker279@kaushalkonnect.in,Greater Noida,Knowledge Park,Home Cleaning,Greater Noida,Greater Noida,0,17,4.15,27,0.85,0.07,29,534,512,9.2,0
280,Bhavna Roy,+918569752096,worker280@kaushalkonnect.in,Greater Noida,Alpha 1,Electrical,Greater Noida,Greater Noida,1,9,3.97,311,0.91,0.09,58,794,611,11.9,1
281,Deepika Negi,+916415381384,worker281@kaushalkonnect.in,Ghaziabad,Indirapuram,Painting,Ghaziabad,Ghaziabad,0,10,4.51,496,0.84,0.08,99,610,3774,10.8,1
282,Yogesh Qureshi,+917313332625,worker282@kaushalkonnect.in,Ghaziabad,Vaishali,Home Cleaning,Ghaziabad,Ghaziabad,1,11,4.43,426,0.93,0.04,103,437,1070,14.1,0
283,Dev Arora,+916640385044,worker283@kaushalkonnect.in,Ghaziabad,Kaushambi,Appliance Repair,Ghaziabad,Ghaziabad,1,7,4.33,239,0.89,0.13,77,971,4442,4.5,0
284,Ankit Bansal,+917510484887,worker284@kaushalkonnect.in,Gurugram,Sector 14,Plumbing,Gurugram,Gurugram,1,5,4.03,77,0.88,0.03,33,613,864,3.2,1
285,Amit Sharma,+916189581154,worker285@kaushalkonnect.in,Gurugram,Sector 56,Painting,Gurugram,Gurugram,1,8,4.21,237,0.83,0.13,30,439,3375,2.3,1
286,Arjun Gupta,+918925525068,worker286@kaushalkonnect.in,Gurugram,DLF Phase 3,Plumbing,Gurugram,Gurugram,0,9,4.76,268,0.89,0.04,60,529,1537,12.8,1
287,Naman Mehta,+916027815970,worker287@kaushalkonnect.in,Faridabad,Sector 15,Appliance Repair,Faridabad,Faridabad,0,10,3.46,354,0.86,0.06,57,621,2739,3.1,1
288,Kunal Kohli,+918303673431,worker288@kaushalkonnect.in,Faridabad,Sector 21,Painting,Faridabad,Faridabad,1,12,4.23,442,0.86,0.05,72,639,2889,12.6,1
289,Pankaj Yadav,+919988954896,worker289@kaushalkonnect.in,Delhi,Laxmi Nagar,Painting,East,East,1,9,4.85,360,0.99,0.03,84,352,874,9.0,0
290,Ankit Sood,+918764047217,worker290@kaushalkonnect.in,Delhi,Preet Vihar,Painting,East,East,1,7,3.86,46,0.96,0.06,92,388,3826,10.6,1
291,Vikas Bhardwaj,+918422944082,worker291@kaushalkonnect.in,Delhi,Rohini,Painting,North,North,0,9,3.85,333,0.89,0.07,68,615,3130,3.1,1
292,Aarav Bisht,+918615702010,worker292@kaushalkonnect.in,Delhi,Pitampura,Plumbing,North,North,1,9,4.34,208,0.87,0.12,99,442,1425,11.0,1
293,Aarav Nair,+917264447439,worker293@kaushalkonnect.in,Delhi,Dwarka,Electrical,West,West,1,15,4.25,589,0.94,0.04,46,751,2680,4.3,0
294,Manish Roy,+916319203574,worker294@kaushalkonnect.in,Delhi,Janakpuri,Plumbing,West,West,1,1,3.75,541,0.82,0.06,10,546,2060,3.6,0
295,Vikas Bisht,+917309884968,worker295@kaushalkonnect.in,Delhi,Saket,Appliance Repair,South,South,1,11,3.57,56,0.91,0.06,76,843,3032,2.0,1
296,Shreya Kumar,+916603602429,worker296@kaushalkonnect.in,Delhi,Malviya Nagar,Plumbing,South,South,1,10,4.34,272,0.84,0.08,86,640,1206,11.2,1
297,Raj Nair,+918683721589,worker297@kaushalkonnect.in,Delhi,Karol Bagh,Appliance Repair,Central,Central,1,13,4.98,93,0.99,0.15,10,970,4730,5.0,1
298,Aditi Rao,+919284268594,worker298@kaushalkonnect.in,Delhi,Rajouri Garden,Appliance Repair,West,West,1,11,4.95,16,0.83,0.01,79,1062,2582,10.0,0
299,Naman Tripathi,+916388534534,worker299@kaushalkonnect.in,Noida,Sector 62,Home Cleaning,Noida,Noida,1,11,3.97,345,0.9,0.01,55,453,1672,2.7,0
300,Siddharth Rawat,+918122097967,worker300@kaushalkonnect.in,Noida,Sector 18,Home Cleaning,Noida,Noida,1,8,4.11,482,0.94,0.03,10,439,1482,3.5,1
301,Simran Sharma,+916628899246,worker301@kaushalkonnect.in,Noida,Sector 50,Home Cleaning,Noida,Noida,0,12,4.2,349,0.91,0.07,83,489,1457,10.2,0
302,Bhavna Agarwal,+919525115237,worker302@kaushalkonnect.in,Noida,Sector 137,Home Cleaning,Noida,Noida,1,9,4.53,54,0.85,0.11,101,540,996,11.2,0
303,Yash Srivastava,+916051615371,worker303@kaushalkonnect.in,Greater Noida,Knowledge Park,Carpentry,Greater Noida,Greater Noida,0,4,4.79,333,0.86,0.11,12,762,3207,7.8,1
304,Meera Jain,+918655417646,worker304@kaushalkonnect.in,Greater Noida,Alpha 1,Painting,Greater Noida,Greater Noida,0,10,4.4,67,0.75,0.01,53,561,3901,14.4,1
305,Nikhil Iyer,+917965937767,worker305@kaushalkonnect.in,Ghaziabad,Indirapuram,Plumbing,Ghaziabad,Ghaziabad,1,6,4.13,23,0.96,0.07,32,625,1619,12.4,1
306,Pradeep Kumar,+919680256202,worker306@kaushalkonnect.in,Ghaziabad,Vaishali,Appliance Repair,Ghaziabad,Ghaziabad,1,12,3.92,254,0.88,0.04,72,518,3230,8.6,0
307,Ravi Mishra,+919330617535,worker307@kaushalkonnect.in,Ghaziabad,Kaushambi,Electrical,Ghaziabad,Ghaziabad,0,6,3.29,367,0.78,0.07,93,479,2292,11.6,0
308,Meera Menon,+916262528982,worker308@kaushalkonnect.in,Gurugram,Sector 14,Appliance Repair,Gurugram,Gurugram,1,10,4.13,194,0.85,0.07,51,889,1155,13.7,1
